preprocess_default.arff with NaiveBayesSimple before removing BandNumber column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,,,
preprocess_remove,10,7,weka.classifiers.bayes.NaiveBayes,'',6.00E+18,2.02E+07,817,91,45,46,0,49.45054945,50.54945055,0,0.344708829,0.085113524,0.254177804,74.76280752,106.6388216,183.7199817,1522.980267,-1339.260285,2.018900898,16.73604689,-14.71714599,45.01230167,0.494640678,24.50049323,0.297297297,11,0.12962963,7,0.87037037,47,0.702702703,26,0.611111111,0.297297297,0.4,0.20675184,0.791291291,0.632506701,0.494505495,0.072407767,0.927592233,0.505494505,NaN,0.494505495,NaN,NaN,0.827575432,0.650563122,NaN,0.494505495,0.001,0.003,0,0,0,0,49495,124360,21994,72.52747253,16.48351648,?,,,
preprocess_remove,10,8,weka.classifiers.bayes.NaiveBayes,'',6.00E+18,2.02E+07,817,91,62,29,0,68.13186813,31.86813187,0,0.525700935,0.061109405,0.207006676,53.72998134,86.94360364,180.851798,1246.836667,-1065.984869,1.987382396,13.70150184,-11.71411944,79.63741337,0.875136411,44.03462627,0.648648649,24,0.277777778,15,0.722222222,39,0.351351351,13,0.615384615,0.648648649,0.631578947,0.368117523,0.805805806,0.664889051,0.681318681,0.127771158,0.872228842,0.318681319,NaN,0.681318681,NaN,NaN,0.862502594,0.684304432,NaN,0.681318681,0.001,0.001,0,0,0,0,49495,124360,21994,85.71428571,18.04029304,?,,,
preprocess_remove,10,9,weka.classifiers.bayes.NaiveBayes,'',6.00E+18,2.02E+07,818,90,66,24,0,73.33333333,26.66666667,0,0.599703484,0.060070875,0.19648529,53.06012039,82.95324592,171.3131009,199.8710201,-28.55791924,1.903478898,2.220789112,-0.317310214,80.40874016,0.893430446,46.93671398,0.810810811,30,0.188679245,10,0.811320755,43,0.189189189,7,0.75,0.810810811,0.779220779,0.61603592,0.849566548,0.706475064,0.733333333,0.091660275,0.908339725,0.266666667,NaN,0.733333333,NaN,NaN,0.867418912,0.694437017,NaN,0.733333333,0.001,0.002,0,0.015625,0,15.625,49495,124501,21853,87.77777778,20.27777778,?,,,
preprocess_remove,10,10,weka.classifiers.bayes.NaiveBayes,'',6.00E+18,2.02E+07,818,90,60,30,0,66.66666667,33.33333333,0,0.506578947,0.064269394,0.214970875,56.67370169,90.58590201,177.8528501,176.6061318,1.246718302,1.976142779,1.962290354,0.013852426,75.10438066,0.834493118,42.22838184,0.675675676,25,0.245283019,13,0.754716981,40,0.324324324,12,0.657894737,0.675675676,0.666666667,0.428755969,0.818969913,0.75208478,0.666666667,0.115956725,0.884043275,0.333333333,NaN,0.666666667,NaN,NaN,0.861366732,0.720729051,NaN,0.666666667,0.001,0.001,0,0,0,0,49495,124501,21853,82.22222222,18.7037037,?,,,
,,,,,,,,,,,,67.65714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
preprocess_default with J48 after removing BandNumber column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureTreeSize,measureNumLeaves,measureNumRules
preprocess_remove,1,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,817,91,65,26,0,71.42857143,28.57142857,0,0.526610644,0.069774853,0.188458574,61.35735375,79.16531383,177.851798,119.1946953,58.65710277,1.954415363,1.309831816,0.644583547,69.78206656,0.766835896,39.23607596,1,37,0.481481481,26,0.518518519,28,0,0,0.587301587,1,0.74,0.551839423,0.759259259,0.587301587,0.714285714,0.195767196,0.804232804,0.285714286,NaN,0.714285714,NaN,NaN,0.795601478,0.593097989,NaN,0.714285714,0.029,0.001,0.03125,0,31.25,0,11777,124360,21994,98.9010989,31.41025641,'Number of leaves: 2\nSize of the tree: 3\n',3,2,2
preprocess_remove,1,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,817,91,66,25,0,72.52747253,27.47252747,0,0.545090982,0.068137225,0.185346039,59.91728647,77.85783902,177.851798,115.3261648,62.52563325,1.954415363,1.267320492,0.687094871,71.6354617,0.787202876,40.27817683,1,37,0.462962963,25,0.537037037,29,0,0,0.596774194,1,0.747474747,0.566118225,0.768518519,0.596774194,0.725274725,0.188237688,0.811762312,0.274725275,NaN,0.725274725,NaN,NaN,0.806158674,0.604187199,NaN,0.725274725,0.014,0,0.015625,0,15.625,0,11777,124360,21994,98.9010989,31.04395604,'Number of leaves: 2\nSize of the tree: 3\n',3,2,2
preprocess_remove,1,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,817,91,72,19,0,79.12087912,20.87912088,0,0.65728444,0.054391173,0.164950025,48.03202426,69.62176213,175.6070055,1157.034188,-981.4271824,1.929747313,12.7146614,-10.78491409,88.80229443,0.975849389,50.56876528,1,37,0.314814815,17,0.685185185,37,0,0,0.685185185,1,0.813186813,0.685185185,0.826826827,0.664744934,0.791208791,0.129693074,0.870306926,0.208791209,NaN,0.791208791,NaN,NaN,0.865761669,0.687226796,NaN,0.791208791,0.015,0,0.015625,0,15.625,0,14833,124360,21994,97.8021978,23.44322344,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
preprocess_remove,1,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,817,91,71,20,0,78.02197802,21.97802198,0,0.634684866,0.056938829,0.168115806,50.28182022,70.95796811,175.6070055,1161.371511,-985.7645056,1.929747313,12.7623243,-10.83257698,85.65552432,0.941269498,48.77682646,1,37,0.37037037,20,0.62962963,34,0,0,0.649122807,1,0.787234043,0.639301926,0.825575576,0.665433855,0.78021978,0.150590151,0.849409849,0.21978022,NaN,0.78021978,NaN,NaN,0.857088076,0.671113329,NaN,0.78021978,0.01,0.001,0.015625,0,15.625,0,14833,124360,21994,97.8021978,23.53479853,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
preprocess_remove,1,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,817,91,66,25,0,72.52747253,27.47252747,0,0.542437651,0.068361559,0.186024709,60.31845844,78.44261281,182.8635336,1189.039484,-1006.175951,2.00948938,13.06636796,-11.05687858,69.65471714,0.765436452,38.09109218,1,37,0.462962963,25,0.537037037,29,0,0,0.596774194,1,0.747474747,0.566118225,0.768518519,0.596774194,0.725274725,0.188237688,0.811762312,0.274725275,NaN,0.725274725,NaN,NaN,0.802140942,0.604884481,NaN,0.725274725,0.007,0,0.015625,0,15.625,0,11777,124360,21994,97.8021978,31.04395604,'Number of leaves: 2\nSize of the tree: 3\n',3,2,2
preprocess_remove,1,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,817,91,69,22,0,75.82417582,24.17582418,0,0.600399202,0.05944904,0.1758811,52.17788472,73.7240708,189.3915473,1180.372496,-990.9809485,2.081225794,12.97112633,-10.88990053,82.82885746,0.910207225,43.73418912,1,37,0.407407407,22,0.592592593,32,0,0,0.627118644,1,0.770833333,0.609611239,0.816316316,0.655621723,0.758241758,0.165649166,0.834350834,0.241758242,NaN,0.758241758,NaN,NaN,0.84584582,0.647292613,NaN,0.758241758,0.014,0,0.015625,0,15.625,0,14833,124360,21994,94.50549451,23.71794872,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
preprocess_remove,1,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,817,91,71,20,0,78.02197802,21.97802198,0,0.637161085,0.056074851,0.168875525,49.22211563,70.79669443,187.3915473,1165.027229,-977.6356821,2.059247772,12.80249703,-10.74324925,86.82860205,0.954160462,46.33538882,1,37,0.37037037,20,0.62962963,34,0,0,0.649122807,1,0.787234043,0.639301926,0.810810811,0.64544808,0.78021978,0.150590151,0.849409849,0.21978022,NaN,0.78021978,NaN,NaN,0.859206468,0.665490427,NaN,0.78021978,0.011,0,0.015625,0,15.625,0,14833,124360,21994,96.7032967,23.99267399,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
preprocess_remove,1,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,817,91,69,22,0,75.82417582,24.17582418,0,0.600399202,0.059681388,0.177873104,52.3879092,74.5686965,187.3915473,2245.527065,-2058.135518,2.059247772,24.6761216,-22.61687382,82.80009684,0.909891174,44.18560924,1,37,0.407407407,22,0.592592593,32,0,0,0.627118644,1,0.770833333,0.609611239,0.792292292,0.622721026,0.758241758,0.165649166,0.834350834,0.241758242,NaN,0.758241758,NaN,NaN,0.829592716,0.633532402,NaN,0.758241758,0.007,0.001,0,0,0,0,14833,124360,21994,94.50549451,23.62637363,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
preprocess_remove,1,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,818,90,65,25,0,72.22222222,27.77777778,0,0.536464771,0.068975557,0.186617481,60.86557845,78.69933375,174.1812845,116.1090361,58.07224843,1.935347606,1.290100401,0.645247205,69.20765954,0.768973995,39.73312042,1,37,0.471698113,25,0.528301887,28,0,0,0.596774194,1,0.747474747,0.561495265,0.764150943,0.596774194,0.722222222,0.193920335,0.806079665,0.277777778,NaN,0.722222222,NaN,NaN,0.79927934,0.601529271,NaN,0.722222222,0.005,0,0.015625,0,15.625,0,11777,124501,21853,98.88888889,31.2962963,'Number of leaves: 2\nSize of the tree: 3\n',3,2,2
preprocess_remove,1,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,818,90,69,21,0,76.66666667,23.33333333,0,0.616788321,0.057658749,0.17695437,50.87937307,74.62425795,174.1812845,2235.937776,-2061.756491,1.935347606,24.84375307,-22.90840546,82.26749732,0.914083304,47.23096258,0.945945946,35,0.358490566,19,0.641509434,34,0.054054054,2,0.648148148,0.945945946,0.769230769,0.590018395,0.791942886,0.633314447,0.766666667,0.149253618,0.850746382,0.233333333,NaN,0.766666667,NaN,NaN,0.84519029,0.659545137,NaN,0.766666667,0.007,0,0,0,0,0,17535,124501,21853,96.66666667,23.14814815,'Number of leaves: 10\nSize of the tree: 18\n',18,10,10
preprocess_remove,2,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,817,91,72,19,0,79.12087912,20.87912088,0,0.653089888,0.054226997,0.164560162,47.88704275,69.45720955,175.6070055,87.67482586,87.93217964,1.929747313,0.963459625,0.966287688,88.10570991,0.968194614,50.17209289,1,37,0.351851852,19,0.648148148,35,0,0,0.660714286,1,0.795698925,0.654401055,0.78978979,0.621399875,0.791208791,0.143060643,0.856939357,0.208791209,NaN,0.791208791,NaN,NaN,0.854296972,0.661845343,NaN,0.791208791,0.007,0,0.015625,0,15.625,0,14833,124360,21994,98.9010989,23.71794872,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
preprocess_remove,2,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,817,91,69,22,0,75.82417582,24.17582418,0,0.597830454,0.063270063,0.175863168,55.88919385,74.25276867,176.4103874,105.8857304,70.52465703,1.938575686,1.163579455,0.774996231,75.8072851,0.833047089,42.97212098,1,37,0.407407407,22,0.592592593,32,0,0,0.627118644,1,0.770833333,0.609611239,0.796296296,0.627118644,0.758241758,0.165649166,0.834350834,0.241758242,NaN,0.758241758,NaN,NaN,0.835691795,0.641102053,NaN,0.758241758,0.005,0,0,0,0,0,11777,124360,21994,98.9010989,29.94505495,'Number of leaves: 2\nSize of the tree: 3\n',3,2,2
preprocess_remove,2,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,817,91,72,19,0,79.12087912,20.87912088,0,0.657080524,0.054690831,0.165222271,48.31078527,69.75997972,176.4103874,87.47684607,88.93354135,1.938575686,0.961284023,0.977291663,88.93354135,0.977291663,50.41287118,1,37,0.314814815,17,0.685185185,37,0,0,0.685185185,1,0.813186813,0.685185185,0.833333333,0.672691923,0.791208791,0.130119992,0.869880008,0.208791209,NaN,0.791208791,NaN,NaN,0.874400627,0.701121977,NaN,0.791208791,0.007,0,0,0,0,0,14833,124360,21994,98.9010989,23.35164835,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
preprocess_remove,2,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,817,91,71,20,0,78.02197802,21.97802198,0,0.637161085,0.056259308,0.16926241,49.38498887,70.96041471,186.3915473,1166.18026,-979.7887126,2.048258761,12.81516769,-10.76690893,85.77732274,0.942607942,46.01996388,1,37,0.37037037,20,0.62962963,34,0,0,0.649122807,1,0.787234043,0.639301926,0.803053053,0.636427679,0.78021978,0.150590151,0.849409849,0.21978022,NaN,0.78021978,NaN,NaN,0.849149029,0.657594964,NaN,0.78021978,0.01,0,0.015625,0,15.625,0,14833,124360,21994,96.7032967,23.99267399,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
preprocess_remove,2,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,817,91,71,20,0,78.02197802,21.97802198,0,0.639318272,0.056016468,0.169069793,49.16991467,70.87660922,187.9765098,2231.226443,-2043.249933,2.065675932,24.5189719,-22.45329597,86.35438435,0.948949279,45.93892314,1,37,0.351851852,19,0.648148148,35,0,0,0.660714286,1,0.795698925,0.654401055,0.818068068,0.654408954,0.78021978,0.143976394,0.856023606,0.21978022,NaN,0.78021978,NaN,NaN,0.858359495,0.665197568,NaN,0.78021978,0.011,0,0.015625,0,15.625,0,14833,124360,21994,96.7032967,23.80952381,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
preprocess_remove,2,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,817,91,68,23,0,74.72527473,25.27472527,0,0.581985221,0.060653236,0.17755277,53.27715247,74.49123368,183.7199817,1179.770362,-996.0503807,2.018900898,12.96450948,-10.94560858,82.39084142,0.905393862,44.8458794,1,37,0.425925926,23,0.574074074,31,0,0,0.616666667,1,0.762886598,0.594989366,0.838838839,0.70990991,0.747252747,0.173178673,0.826821327,0.252747253,NaN,0.747252747,NaN,NaN,0.846465331,0.664463537,NaN,0.747252747,0.01,0,0,0,0,0,14833,124360,21994,94.50549451,23.99267399,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
preprocess_remove,2,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,817,91,71,20,0,78.02197802,21.97802198,0,0.637161085,0.056214292,0.1692281,49.37803184,70.99866685,183.7199817,1162.655653,-978.9356712,2.018900898,12.77643575,-10.75753485,85.4423682,0.938927123,46.50684559,1,37,0.37037037,20,0.62962963,34,0,0,0.649122807,1,0.787234043,0.639301926,0.810560561,0.652916074,0.78021978,0.150590151,0.849409849,0.21978022,NaN,0.78021978,NaN,NaN,0.846514314,0.658735637,NaN,0.78021978,0.012,0,0,0,0,0,16361,124360,21994,97.8021978,23.99267399,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
preprocess_remove,2,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,817,91,69,22,0,75.82417582,24.17582418,0,0.600399202,0.060092705,0.175968805,52.78478872,73.82669043,183.7199817,1176.632668,-992.9126865,2.018900898,12.93002932,-10.91112842,82.54399428,0.90707686,44.92924151,1,37,0.407407407,22,0.592592593,32,0,0,0.627118644,1,0.770833333,0.609611239,0.816316316,0.655621723,0.758241758,0.165649166,0.834350834,0.241758242,NaN,0.758241758,NaN,NaN,0.838454223,0.647222665,NaN,0.758241758,0.011,0,0,0,0,0,12541,124360,21994,94.50549451,23.71794872,'Number of leaves: 3\nSize of the tree: 5\n',5,3,3
preprocess_remove,2,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,818,90,67,23,0,74.44444444,25.55555556,0,0.574074074,0.065668218,0.180237078,57.94710869,76.00862424,174.1812845,108.4340137,65.7472708,1.935347606,1.204822375,0.730525231,72.91699841,0.810188871,41.86270563,1,37,0.433962264,23,0.566037736,30,0,0,0.616666667,1,0.762886598,0.590810125,0.783018868,0.616666667,0.744444444,0.178406709,0.821593291,0.255555556,NaN,0.744444444,NaN,NaN,0.820656435,0.624197531,NaN,0.744444444,0.008,0,0.015625,0,15.625,0,11777,124501,21853,98.88888889,30.55555556,'Number of leaves: 2\nSize of the tree: 3\n',3,2,2
preprocess_remove,2,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,818,90,70,20,0,77.77777778,22.22222222,0,0.630314233,0.057810249,0.169954424,51.01306026,71.67227784,174.1812845,96.9054684,77.27581613,1.935347606,1.076727427,0.858620179,83.81075584,0.93123062,48.11696966,1,37,0.377358491,20,0.622641509,33,0,0,0.649122807,1,0.787234043,0.635744292,0.817950025,0.657928605,0.777777778,0.155136268,0.844863732,0.222222222,NaN,0.777777778,NaN,NaN,0.849564886,0.66245317,NaN,0.777777778,0.01,0,0.015625,0,15.625,0,12541,124501,21853,96.66666667,23.51851852,'Number of leaves: 3\nSize of the tree: 5\n',5,3,3
preprocess_remove,3,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,817,91,64,27,0,70.32967033,29.67032967,0,0.505434783,0.071462177,0.191668377,63.12564355,80.92602769,176.4103874,125.2722006,51.13818686,1.938575686,1.376617589,0.561958097,66.51540486,0.730938515,37.70492533,1,37,0.5,27,0.5,27,0,0,0.578125,1,0.732673267,0.537645329,0.75,0.578125,0.703296703,0.203296703,0.796703297,0.296703297,NaN,0.703296703,NaN,NaN,0.783239952,0.585666737,NaN,0.703296703,0.008,0,0.015625,0,15.625,0,11777,124360,21994,98.9010989,31.77655678,'Number of leaves: 2\nSize of the tree: 3\n',3,2,2
preprocess_remove,3,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,817,91,68,23,0,74.72527473,25.27472527,0,0.579381029,0.065063352,0.17960903,57.41725692,75.75046998,179.2785711,112.6525041,66.62606703,1.970094188,1.237939605,0.732154583,73.79106301,0.810890802,41.16000176,1,37,0.425925926,23,0.574074074,31,0,0,0.616666667,1,0.762886598,0.594989366,0.787037037,0.616666667,0.747252747,0.173178673,0.826821327,0.252747253,NaN,0.747252747,NaN,NaN,0.8248708,0.627162581,NaN,0.747252747,0.007,0.001,0,0,0,0,11777,124360,21994,97.8021978,30.31135531,'Number of leaves: 2\nSize of the tree: 3\n',3,2,2
preprocess_remove,3,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,817,91,66,25,0,72.52747253,27.47252747,0,0.542437651,0.06834147,0.185964582,60.30778617,78.42751658,180.8635336,1186.232129,-1005.368596,1.987511358,13.03551791,-11.04800655,70.06274822,0.76992031,38.73790743,1,37,0.462962963,25,0.537037037,29,0,0,0.596774194,1,0.747474747,0.566118225,0.768518519,0.596774194,0.725274725,0.188237688,0.811762312,0.274725275,NaN,0.725274725,NaN,NaN,0.802140942,0.604884481,NaN,0.725274725,0.008,0,0.015625,0,15.625,0,11777,124360,21994,97.8021978,31.04395604,'Number of leaves: 2\nSize of the tree: 3\n',3,2,2
preprocess_remove,3,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,817,91,67,24,0,73.62637363,26.37362637,0,0.563549161,0.066692735,0.182781881,58.5833213,76.68673173,182.7199817,117.3742305,65.34575124,2.007911887,1.289826708,0.718085179,72.91054506,0.801214781,39.90288549,1,37,0.444444444,24,0.555555556,30,0,0,0.606557377,1,0.755102041,0.580496615,0.777777778,0.606557377,0.736263736,0.180708181,0.819291819,0.263736264,NaN,0.736263736,NaN,NaN,0.816395908,0.612892242,NaN,0.736263736,0.004,0,0,0,0,0,11777,124360,21994,97.8021978,30.67765568,'Number of leaves: 2\nSize of the tree: 3\n',3,2,2
preprocess_remove,3,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,817,91,70,21,0,76.92307692,23.07692308,0,0.621209118,0.057912488,0.174473885,50.87069651,73.20108495,182.7199817,3305.4704,-3122.750418,2.007911887,36.32385055,-34.31593866,84.68560417,0.930611035,46.34720482,1,37,0.37037037,20,0.62962963,34,0,0,0.649122807,1,0.787234043,0.639301926,0.813563564,0.647598727,0.769230769,0.151229047,0.848770953,0.230769231,NaN,0.769230769,NaN,NaN,0.847656393,0.651873821,NaN,0.769230769,0.007,0,0,0,0,0,14833,124360,21994,95.6043956,23.99267399,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
preprocess_remove,3,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,817,91,69,22,0,75.82417582,24.17582418,0,0.600399202,0.060043099,0.177068914,52.74121489,74.28823459,183.7199817,3315.403422,-3131.68344,2.018900898,36.43300464,-34.41410374,81.88592343,0.899845312,44.5710492,1,37,0.407407407,22,0.592592593,32,0,0,0.627118644,1,0.770833333,0.609611239,0.812562563,0.648773581,0.758241758,0.165649166,0.834350834,0.241758242,NaN,0.758241758,NaN,NaN,0.827966874,0.642667489,NaN,0.758241758,0.009,0.001,0.015625,0,15.625,0,12541,124360,21994,93.40659341,23.53479853,'Number of leaves: 3\nSize of the tree: 5\n',5,3,3
preprocess_remove,3,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,817,91,65,26,0,71.42857143,28.57142857,0,0.526610644,0.069966053,0.189030701,61.45743189,79.30673293,183.7199817,1189.945363,-1006.225382,2.018900898,13.07632268,-11.05742178,69.20261244,0.760468269,37.66743922,1,37,0.481481481,26,0.518518519,28,0,0,0.587301587,1,0.74,0.551839423,0.759259259,0.587301587,0.714285714,0.195767196,0.804232804,0.285714286,NaN,0.714285714,NaN,NaN,0.793593446,0.590602316,NaN,0.714285714,0.006,0.001,0,0,0,0,11777,124360,21994,97.8021978,31.41025641,'Number of leaves: 2\nSize of the tree: 3\n',3,2,2
preprocess_remove,3,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,817,91,66,25,0,72.52747253,27.47252747,0,0.545090982,0.068328077,0.185925507,60.0186505,78.00396671,183.7199817,1186.074193,-1002.354211,2.018900898,13.03378234,-11.01488144,71.05864746,0.780864258,38.67769134,1,37,0.462962963,25,0.537037037,29,0,0,0.596774194,1,0.747474747,0.566118225,0.768518519,0.596774194,0.725274725,0.188237688,0.811762312,0.274725275,NaN,0.725274725,NaN,NaN,0.804078926,0.601649326,NaN,0.725274725,0.008,0,0,0,0,0,11777,124360,21994,97.8021978,31.04395604,'Number of leaves: 2\nSize of the tree: 3\n',3,2,2
preprocess_remove,3,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,818,90,70,20,0,77.77777778,22.22222222,0,0.630314233,0.056802662,0.170106387,50.12394328,71.73636293,174.1812845,1161.983222,-987.8019374,1.935347606,12.91092469,-10.97557708,84.38045487,0.93756061,48.44404213,1,37,0.377358491,20,0.622641509,33,0,0,0.649122807,1,0.787234043,0.635744292,0.796277409,0.63667615,0.777777778,0.155136268,0.844863732,0.222222222,NaN,0.777777778,NaN,NaN,0.843554118,0.654666712,NaN,0.777777778,0.009,0,0.015625,0,15.625,0,16361,124501,21853,97.77777778,23.98148148,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
preprocess_remove,3,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-2.18E+17,2.02E+07,818,90,71,19,0,78.88888889,21.11111111,0,0.651091614,0.055173996,0.166914381,48.70115397,70.41393264,174.9846665,1158.880139,-983.8954721,1.944274072,12.87644598,-10.93217191,85.75707745,0.952856416,49.00833838,1,37,0.339622642,18,0.660377358,35,0,0,0.672727273,1,0.804347826,0.666523713,0.793472718,0.628660718,0.788888889,0.140706652,0.859293348,0.211111111,NaN,0.788888889,NaN,NaN,0.84526116,0.659005445,NaN,0.788888889,0.007,0,0,0,0,0,15597,124501,21853,97.77777778,23.61111111,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
